Inventory MHE,Inventory container,Inventory index,Inventory max index,Item code,Item code owner,item_lot_number,item_expiration_date,Item sort key,Inventory quantity,Inventory damaged quantity,Inventory expired quantity,status
RR ASRS 001,ASRSX007444,5,8,4902505593642,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX005013,7,8,4901681455577,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX009494,7,8,4902778280393,3,,,,40,0,0,Initial
RR ASRS 001,ASRSX006190,2,8,4902505466182,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX009611,1,4,4901681867714,3,,,,48,0,0,Initial
RR ASRS 001,ASRSX009787,2,8,4573449106771,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX010302,6,8,4901681451326,3,,,,33,0,0,Initial
RR ASRS 001,ASRSX008135,7,8,4901681143276,3,,,,13,0,0,Initial
RR ASRS 001,ASRSX008135,8,8,4901681143269,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX008135,4,8,4901681351473,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX011869,1,2,4903419347987,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX007566,1,8,4901681299119,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX010565,8,8,4901681392117,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX009787,6,8,4974413871037,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX006447,7,8,4901681351480,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX006447,8,8,4901681104512,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX009787,7,8,4974413862554,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX009787,5,8,4974413862882,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX009787,4,8,4974413862899,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX010303,6,8,4901681351275,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX010565,6,8,4901681209729,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX005808,6,8,4573449106474,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX009611,3,4,4901681323869,3,,,,150,0,0,Initial
RR ASRS 001,ASRSX005830,3,8,4573449105118,3,,,,27,0,0,Initial
RR ASRS 001,ASRSX009787,3,8,4974413862875,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX008135,3,8,4901681127733,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005254,7,8,4901681104369,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX004764,1,2,4902805128537,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX010303,5,8,4901681360635,3,,,,50,0,0,Initial
RR ASRS 001,ASRSX010565,2,8,4901681286416,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX005830,5,8,4573449106498,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX008135,5,8,4901681863761,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX003431,1,8,4901681323814,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX009159,6,8,4902505522130,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX010565,7,8,4901681182725,3,,,,28,0,0,Initial
RR ASRS 001,ASRSX008149,3,8,4902071615069,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX006447,3,8,4901681492817,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX004178,2,4,4988342196659,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX005254,5,8,4901681887965,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX004747,1,4,4902205239536,3,,,,13,0,0,Initial
RR ASRS 001,ASRSX006190,5,8,4902505607103,1,,,,17,0,0,Initial
RR ASRS 001,ASRSX009643,8,8,4511338007754,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX011161,4,8,4901681104451,3,,,,34,0,0,Initial
RR ASRS 001,ASRSX010565,5,8,4901681459629,3,,,,46,0,0,Initial
RR ASRS 001,ASRSX006447,4,8,4901681186204,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX006773,3,8,4985680307044,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX006773,2,8,4985680307075,1,,,,23,0,0,Initial
RR ASRS 001,ASRSX004157,3,4,4901681525034,3,,,,83,0,0,Initial
RR ASRS 001,ASRSX009788,5,8,4971910226100,3,,,,19,0,0,Initial
RR ASRS 001,ASRSX009108,3,8,4901681503544,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX005781,1,8,4511338011218,3,,,,19,0,0,Initial
RR ASRS 001,ASRSX009108,2,8,4901681351428,3,,,,59,0,0,Initial
RR ASRS 001,ASRSX004157,4,4,4901681377350,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX004385,2,8,4901427192261,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX007566,3,8,4901681244539,3,,,,48,0,0,Initial
RR ASRS 001,ASRSX005789,8,8,4971910312612,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX005766,6,8,4901681378524,3,,,,75,0,0,Initial
RR ASRS 001,ASRSX006874,2,4,4901681734238,3,,,,80,0,0,Initial
RR ASRS 001,ASRSX006447,5,8,4901681732111,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX011204,4,8,4901681104383,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX009479,8,8,4971910239476,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX009479,7,8,4971910184707,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX005013,8,8,4901681502547,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005246,5,8,4901681888085,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX009108,5,8,4901681151738,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX006820,8,8,4988342239370,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX005254,3,8,4901681492862,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX006612,1,8,4971910239483,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX010076,3,4,4901161017981,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX008149,5,8,4902071615120,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX010303,1,8,4901681722716,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX009108,6,8,4901681182626,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005081,2,4,4519001930347,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX011154,1,4,4958259170011,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX010729,1,8,4901480382357,1,,,,34,0,0,Initial
RR ASRS 001,ASRSX009108,4,8,4901681383139,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX009341,5,8,4902505477355,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX006612,3,8,4971910208427,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX010543,1,8,4901480479385,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX005789,4,8,4971910312605,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX006190,4,8,4901427192308,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX008160,3,4,4970116031525,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX006648,4,8,4948299465475,3,,,,26,0,0,Initial
RR ASRS 001,ASRSX004385,6,8,4901427205626,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX005013,6,8,4901681171316,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005013,2,8,4901681492916,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX009159,7,8,4902505450716,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX004353,6,8,4901427205633,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX009914,7,8,4901480312132,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX004157,1,4,4901681377312,3,,,,25,0,0,Initial
RR ASRS 001,ASRSX004125,8,8,4902505646522,3,,,,19,0,0,Initial
RR ASRS 001,ASRSX004200,1,4,4901681867622,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX004157,2,4,4901681886524,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX007566,2,8,4901681489497,3,,,,48,0,0,Initial
RR ASRS 001,ASRSX005396,7,8,4901681127030,3,,,,164,0,0,Initial
RR ASRS 001,ASRSX005789,6,8,4971910312636,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX003650,6,8,4974052166211,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX009630,4,8,4550309410698,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX009788,2,8,4971910312629,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX004467,1,2,4987167031305,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX009159,4,8,4902505543722,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX009159,3,8,4902505477409,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX010542,4,8,4909510156459,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX006750,8,8,4901480365312,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX005939,1,2,4516085237973,3,,,,96,0,0,Initial
RR ASRS 001,ASRSX006761,3,8,4906643151825,1,,,,49,0,0,Initial
RR ASRS 001,ASRSX008149,2,8,4971516022458,1,,,,11,0,0,Initial
RR ASRS 001,ASRSX006761,4,8,4901478186387,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX006772,3,8,4901480287133,1,,,,17,0,0,Initial
RR ASRS 001,ASRSX006750,7,8,4901480353951,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX003924,1,4,4902562509990,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX003891,4,8,4958259180102,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX006750,5,8,4901480365367,1,,,,17,0,0,Initial
RR ASRS 001,ASRSX003948,3,8,4961099542832,3,,,,64,0,0,Initial
RR ASRS 001,ASRSX006750,6,8,4901480287379,1,,,,27,0,0,Initial
RR ASRS 001,ASRSX005013,3,8,4901681443130,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX005126,6,8,4902778019641,3,,,,23,0,0,Initial
RR ASRS 001,ASRSX006773,4,8,4985680307297,1,,,,9,0,0,Initial
RR ASRS 001,ASRSX004290,2,4,4548623683317,1,,,,11,0,0,Initial
RR ASRS 001,ASRSX009859,1,4,4963095903204,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX010729,6,8,4901480382395,1,,,,31,0,0,Initial
RR ASRS 001,ASRSX009159,8,8,4902505543746,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX006302,1,8,4902505604843,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX010729,2,8,4901480382647,1,,,,29,0,0,Initial
RR ASRS 001,ASRSX009532,5,8,4902778258156,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX009522,3,8,4990012960163,3,,,,13,0,0,Initial
RR ASRS 001,ASRSX006531,4,4,49222258,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX004384,5,8,4901427205640,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX009327,1,8,4511338050484,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX010729,5,8,4901480287157,1,,,,18,0,0,Initial
RR ASRS 001,ASRSX007444,1,8,4901427205664,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX003898,6,8,4007817104019,1,,,,9,0,0,Initial
RR ASRS 001,ASRSX005302,1,2,4970051008927,3,,,,8,0,0,Initial
RR ASRS 001,ASRSX004384,1,8,4901427205718,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX010825,1,8,4516085341359,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX005126,5,8,4902778155516,3,,,,60,0,0,Initial
RR ASRS 001,ASRSX006775,4,8,4007817124024,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX004200,2,4,4970051004837,3,,,,34,0,0,Initial
RR ASRS 001,ASRSX006772,1,8,4901480273969,1,,,,36,0,0,Initial
RR ASRS 001,ASRSX003891,3,8,9555684693921,1,,,,35,0,0,Initial
RR ASRS 001,ASRSX010729,3,8,4901480382388,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX005254,4,8,4901681383214,3,,,,9,0,0,Initial
RR ASRS 001,ASRSX009522,6,8,4990012732982,3,,,,40,0,0,Initial
RR ASRS 001,ASRSX009522,2,8,4990012733309,3,,,,66,0,0,Initial
RR ASRS 001,ASRSX009522,5,8,4990012731701,3,,,,24,0,0,Initial
RR ASRS 001,ASRSX009522,4,8,4990012731695,3,,,,24,0,0,Initial
RR ASRS 001,ASRSX010301,8,8,4990012733323,3,,,,54,0,0,Initial
RR ASRS 001,ASRSX009522,1,8,4990012733316,3,,,,60,0,0,Initial
RR ASRS 001,ASRSX007429,8,8,4901427239416,1,,,,15,0,0,Initial
RR ASRS 001,ASRSX011204,8,8,4901681223886,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX007566,5,8,4901681104550,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX011204,7,8,4901681415519,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005013,1,8,4901681209743,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005535,1,4,4901681549115,3,,,,171,0,0,Initial
RR ASRS 001,ASRSX006828,2,8,4901681641611,3,,,,67,0,0,Initial
RR ASRS 001,ASRSX005344,2,2,4901681886432,3,,,,90,0,0,Initial
RR ASRS 001,ASRSX009294,1,8,4902505575983,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX005766,2,8,4901681130351,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX006816,4,8,4901681615629,3,,,,36,0,0,Initial
RR ASRS 001,ASRSX009311,7,8,4902505450990,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX006805,5,8,4901681861613,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX003898,7,8,4007817104231,1,,,,32,0,0,Initial
RR ASRS 001,ASRSX004390,7,8,4511338050415,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX010340,1,8,4901681715718,3,,,,44,0,0,Initial
RR ASRS 001,ASRSX005049,1,8,4902505463112,3,,,,29,0,0,Initial
RR ASRS 001,ASRSX005478,3,8,4901681615667,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX005313,1,2,4989225352841,3,,,,28,0,0,Initial
RR ASRS 001,ASRSX009043,1,1,4989225353329,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX009017,1,1,4989225353381,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX005013,4,8,4901681467617,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX011399,4,4,4007817124079,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX005307,2,2,4989225104013,3,,,,48,0,0,Initial
RR ASRS 001,ASRSX009108,1,8,4901681715619,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005468,5,8,4902778094525,3,,,,215,0,0,Initial
RR ASRS 001,ASRSX003898,8,8,4955414928951,1,,,,18,0,0,Initial
RR ASRS 001,ASRSX005541,3,4,4901681886661,3,,,,50,0,0,Initial
RR ASRS 001,ASRSX007566,6,8,4901681256136,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX004105,1,8,4901427239294,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX005520,3,4,4901770605982,1,,,,15,0,0,Initial
RR ASRS 001,ASRSX003898,2,8,4955414928968,1,,,,11,0,0,Initial
RR ASRS 001,ASRSX005013,5,8,4901681459520,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX011204,1,8,4901681888061,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005254,8,8,4901681151752,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX006816,5,8,4901681549139,3,,,,33,0,0,Initial
RR ASRS 001,ASRSX005254,6,8,4901681887972,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005345,1,2,4901991704990,3,,,,83,0,0,Initial
RR ASRS 001,ASRSX007566,8,8,4901681693139,3,,,,55,0,0,Initial
RR ASRS 001,ASRSX006615,6,8,4589435521671,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX006817,3,8,4901991600629,3,,,,32,0,0,Initial
RR ASRS 001,ASRSX006776,5,8,4955414925202,1,,,,18,0,0,Initial
RR ASRS 001,ASRSX006776,4,8,4955414928906,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX004127,6,8,4902505446917,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX005867,4,4,4901991060591,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX006192,4,8,4901427239331,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX004385,7,8,4901427239300,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX006827,4,8,4901991647570,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005535,2,4,4901681544639,3,,,,54,0,0,Initial
RR ASRS 001,ASRSX006825,3,8,4901991061710,3,,,,32,0,0,Initial
RR ASRS 001,ASRSX007037,1,4,4901881183256,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX005867,2,4,4901991638547,3,,,,34,0,0,Initial
RR ASRS 001,ASRSX006827,5,8,4901991900880,3,,,,114,0,0,Initial
RR ASRS 001,ASRSX011301,8,8,4902778309575,3,,,,42,0,0,Initial
RR ASRS 001,ASRSX011161,8,8,4901681531523,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX006817,5,8,4901991647556,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX011161,7,8,4901681889518,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005472,2,8,4901991647440,3,,,,8,0,0,Initial
RR ASRS 001,ASRSX009002,1,1,4989225004801,3,,,,33,0,0,Initial
RR ASRS 001,ASRSX003536,2,2,4589415937942,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX011144,2,8,4905260702694,1,,,,16,0,0,Initial
RR ASRS 001,ASRSX011716,6,8,4955414925295,1,,,,28,0,0,Initial
RR ASRS 001,ASRSX007566,4,8,4901681501755,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX011845,3,8,4901681882045,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX011204,5,8,4901681383238,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX011691,1,8,4902850470636,3,,,,11,0,0,Initial
RR ASRS 001,ASRSX011204,2,8,4901681104543,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005254,1,8,4901681383337,3,,,,27,0,0,Initial
RR ASRS 001,ASRSX011301,7,8,4902778280386,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX004105,6,8,4901427296945,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX006192,3,8,4901427239478,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX011204,6,8,4901681274833,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX006447,1,8,4901681143290,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005246,3,8,4901681370139,3,,,,19,0,0,Initial
RR ASRS 001,ASRSX005496,7,8,4901991061611,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX009108,8,8,4901681415557,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX010303,4,8,4901681230037,3,,,,46,0,0,Initial
RR ASRS 001,ASRSX005246,6,8,4901681143092,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005345,2,2,4901991022483,3,,,,128,0,0,Initial
RR ASRS 001,ASRSX006825,1,8,4901991061123,3,,,,11,0,0,Initial
RR ASRS 001,ASRSX008135,2,8,4901681577323,3,,,,60,0,0,Initial
RR ASRS 001,ASRSX005479,6,8,4901991652628,3,,,,117,0,0,Initial
RR ASRS 001,ASRSX005246,7,8,4901681693177,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005246,8,8,4901681693115,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX011845,6,8,4901681881024,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX007566,7,8,4901681383115,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005766,7,8,4970051039686,3,,,,36,0,0,Initial
RR ASRS 001,ASRSX009045,1,1,4989225009943,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX006192,1,8,4901427239362,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX008135,1,8,4901681323876,3,,,,60,0,0,Initial
RR ASRS 001,ASRSX005541,1,4,4901681731831,3,,,,41,0,0,Initial
RR ASRS 001,ASRSX009152,4,4,4549395123957,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX005309,2,2,4901991021783,3,,,,51,0,0,Initial
RR ASRS 001,ASRSX010303,2,8,4901681416615,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005246,4,8,4901681143054,3,,,,60,0,0,Initial
RR ASRS 001,ASRSX005246,1,8,4901681360536,3,,,,51,0,0,Initial
RR ASRS 001,ASRSX012017,7,8,4902778279960,3,,,,31,0,0,Initial
RR ASRS 001,ASRSX011204,3,8,4901681104482,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX004002,1,8,4974052169205,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX006828,8,8,4901681318315,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX007249,2,2,4970116044204,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX010542,1,8,4901881239977,1,,,,16,0,0,Initial
RR ASRS 001,ASRSX003431,5,8,4901681722815,3,,,,42,0,0,Initial
RR ASRS 001,ASRSX005254,2,8,4901681104567,3,,,,39,0,0,Initial
RR ASRS 001,ASRSX006805,7,8,4901681136230,3,,,,35,0,0,Initial
RR ASRS 001,ASRSX006816,6,8,4901681522231,3,,,,41,0,0,Initial
RR ASRS 001,ASRSX010340,4,8,4901681370115,3,,,,32,0,0,Initial
RR ASRS 001,ASRSX009152,2,4,4549395332366,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX006874,4,4,4901681489459,3,,,,87,0,0,Initial
RR ASRS 001,ASRSX007444,6,8,4901427296983,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX003431,8,8,4901681732067,3,,,,40,0,0,Initial
RR ASRS 001,ASRSX005478,6,8,4901681383221,3,,,,61,0,0,Initial
RR ASRS 001,ASRSX005478,7,8,4901681421084,3,,,,49,0,0,Initial
RR ASRS 001,ASRSX005334,2,2,4512008134176,3,,,,13,0,0,Initial
RR ASRS 001,ASRSX005478,4,8,4901681393879,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX010340,8,8,4901681350421,3,,,,62,0,0,Initial
RR ASRS 001,ASRSX005246,2,8,4901681104499,3,,,,34,0,0,Initial
RR ASRS 001,ASRSX009600,5,8,4970116032430,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX004966,2,4,4970116037480,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX004966,3,4,4970116042392,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX005395,1,8,4901681520626,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX009108,7,8,4901681625413,3,,,,100,0,0,Initial
RR ASRS 001,ASRSX010340,7,8,4901681424733,3,,,,33,0,0,Initial
RR ASRS 001,ASRSX004353,7,8,4901427296952,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX011701,1,1,4970116044228,1,,,,11,0,0,Initial
RR ASRS 001,ASRSX005395,2,8,4901681520633,3,,,,60,0,0,Initial
RR ASRS 001,ASRSX010340,6,8,4901681143245,3,,,,60,0,0,Initial
RR ASRS 001,ASRSX003431,6,8,4901681360512,3,,,,56,0,0,Initial
RR ASRS 001,ASRSX010340,5,8,4901681177035,3,,,,110,0,0,Initial
RR ASRS 001,ASRSX005478,5,8,4901681303182,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX006835,4,8,4902506351753,3,,,,51,0,0,Initial
RR ASRS 001,ASRSX006669,6,8,4909001579668,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005188,4,4,4902778272008,3,,,,11,0,0,Initial
RR ASRS 001,ASRSX009611,2,4,4901681580484,3,,,,111,0,0,Initial
RR ASRS 001,ASRSX009867,1,1,4970116044228,1,,,,9,0,0,Initial
RR ASRS 001,ASRSX003431,4,8,4901681350483,3,,,,57,0,0,Initial
RR ASRS 001,ASRSX010065,5,8,4971655260117,3,,,,45,0,0,Initial
RR ASRS 001,ASRSX006776,1,8,4955414264066,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX010305,3,8,4961099731618,3,,,,32,0,0,Initial
RR ASRS 001,ASRSX010305,5,8,4961099708672,3,,,,54,0,0,Initial
RR ASRS 001,ASRSX006816,2,8,4901681318377,3,,,,49,0,0,Initial
RR ASRS 001,ASRSX006828,3,8,4901681318322,3,,,,31,0,0,Initial
RR ASRS 001,ASRSX010301,2,8,4961099695682,3,,,,21,0,0,Initial
RR ASRS 001,ASRSX005495,7,8,4901681130283,3,,,,39,0,0,Initial
RR ASRS 001,ASRSX011716,1,8,4955414264424,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX009600,7,8,4970116054340,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX006805,4,8,4901681642014,3,,,,140,0,0,Initial
RR ASRS 001,ASRSX011716,7,8,4955414264400,1,,,,11,0,0,Initial
RR ASRS 001,ASRSX010303,3,8,4901681501793,3,,,,60,0,0,Initial
RR ASRS 001,ASRSX006503,7,8,4902506349682,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX006503,2,8,4902506413284,3,,,,40,0,0,Initial
RR ASRS 001,ASRSX006503,6,8,4902506305879,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX010065,3,8,4978960535923,3,,,,24,0,0,Initial
RR ASRS 001,ASRSX011716,8,8,4955414264004,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX009532,6,8,4902778975442,3,,,,29,0,0,Initial
RR ASRS 001,ASRSX009003,1,1,4550432020955,3,,,,47,0,0,Initial
RR ASRS 001,ASRSX006123,3,4,4902506118233,3,,,,43,0,0,Initial
RR ASRS 001,ASRSX011154,2,4,4901770656953,1,,,,241,0,0,Initial
RR ASRS 001,ASRSX010561,6,8,4902506180599,3,,,,36,0,0,Initial
RR ASRS 001,ASRSX011301,3,8,4902778247471,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX006779,2,8,4963095903228,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX005365,3,8,4902506221643,3,,,,93,0,0,Initial
RR ASRS 001,ASRSX009023,1,1,4550432020948,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX005495,5,8,4550432073081,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX005495,4,8,4550432073074,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX005495,6,8,4550432073067,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX010072,1,4,4550432073050,3,,,,22,0,0,Initial
RR ASRS 001,ASRSX006772,5,8,4963095906083,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX005318,2,2,4991277042724,3,,,,16,0,0,Initial
RR ASRS 001,ASRSX005414,1,4,4512367913481,3,,,,29,0,0,Initial
RR ASRS 001,ASRSX005477,6,8,4549395032327,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX009044,1,1,4989225353329,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX005647,4,4,4902506333612,3,,,,76,0,0,Initial
RR ASRS 001,ASRSX007824,1,1,4549395458608,1,,,,44,0,0,Initial
RR ASRS 001,ASRSX004384,8,8,4901427296990,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX010073,2,4,4516278974913,3,,,,40,0,0,Initial
RR ASRS 001,ASRSX010561,5,8,4902506290854,3,,,,100,0,0,Initial
RR ASRS 001,ASRSX005477,1,8,4547452769421,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX004266,3,8,4902506422460,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX006761,6,8,4901478157417,1,,,,26,0,0,Initial
RR ASRS 001,ASRSX006192,8,8,4901427191660,1,,,,12,0,0,Initial
RR ASRS 001,ASRSX009117,2,8,4902506349705,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX005126,2,8,4902778279915,3,,,,21,0,0,Initial
