Inventory MHE,Inventory container,Inventory index,Inventory max index,Item code,Item code owner,item_lot_number,item_expiration_date,Item sort key,Inventory quantity,Inventory damaged quantity,Inventory expired quantity,status
RR ASRS 001,ASRSX009116,3,8,4979093143412,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX006106,2,2,4901478172908,3,,,,29,0,0,Initial
RR ASRS 001,ASRSX007262,2,2,4902805190732,3,,,,43,0,0,Initial
RR ASRS 001,ASRSX009523,3,8,4511338010846,1,,,,17,0,0,Initial
RR ASRS 001,ASRSX007463,3,8,4901478172847,1,,,,15,0,0,Initial
RR ASRS 001,ASRSX011459,1,1,4904085180021,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX011768,1,4,4901681525027,3,,,,61,0,0,Initial
RR ASRS 001,ASRSX009327,7,8,4511338008331,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX005654,4,4,4902787105922,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX007463,6,8,4901478172823,1,,,,15,0,0,Initial
RR ASRS 001,ASRSX009305,1,8,4955414924458,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX007242,2,2,4901478031311,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX004067,2,4,4974214173262,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX005411,4,4,4972572420035,1,,,,67,0,0,Initial
RR ASRS 001,ASRSX006449,3,8,4901681383238,1,,,,30,0,0,Initial
RR ASRS 001,ASRSX011809,6,8,4971910276372,3,,,,11,0,0,Initial
RR ASRS 001,ASRSX005155,6,8,4971910252949,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX006588,1,8,4901427301656,3,,,,17,0,0,Initial
RR ASRS 001,ASRSX006449,4,8,4901681467723,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX006543,3,4,4972572420035,1,,,,65,0,0,Initial
RR ASRS 001,ASRSX003474,6,8,4901681470174,1,,,,30,0,0,Initial
RR ASRS 001,ASRSX007831,1,1,4970051030218,1,,,,18,0,0,Initial
RR ASRS 001,ASRSX011630,2,4,4961099819262,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX004202,1,8,4901480026923,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX003474,3,8,4901991021516,1,,,,12,0,0,Initial
RR ASRS 001,ASRSX005984,2,2,4902031221453,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX003474,4,8,4901991654998,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX006300,2,4,4901991641677,1,,,,50,0,0,Initial
RR ASRS 001,ASRSX009525,4,8,4511338051337,3,,,,11,0,0,Initial
RR ASRS 001,ASRSX007430,4,8,4970116053473,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX007540,7,8,4971910211458,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX007463,1,8,4901478031229,1,,,,15,0,0,Initial
RR ASRS 001,ASRSX004886,2,8,4909510174705,1,,,,15,0,0,Initial
RR ASRS 001,ASRSX005745,2,8,4512427225790,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX006543,4,4,4972572420035,1,,,,60,0,0,Initial
RR ASRS 001,ASRSX004665,1,8,4902505646546,1,,,,30,0,0,Initial
RR ASRS 001,ASRSX009293,8,8,4909510176655,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX005516,4,4,4902031300233,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX004407,5,8,4974214179967,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX011452,3,4,4970051001119,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX009525,1,8,4511338010624,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX012012,1,8,4902505134432,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX011719,2,2,4970051000655,1,,,,28,0,0,Initial
RR ASRS 001,ASRSX006448,7,8,4902505593697,1,,,,18,0,0,Initial
RR ASRS 001,ASRSX006490,8,8,4901680280323,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX005402,2,4,4903419337834,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX006539,2,4,4512427784167,3,,,,34,0,0,Initial
RR ASRS 001,ASRSX006272,1,4,4901681563401,1,,,,13,0,0,Initial
RR ASRS 001,ASRSX009456,6,8,4511338008485,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX012012,7,8,4902505228971,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX006539,1,4,4971516024100,3,,,,28,0,0,Initial
RR ASRS 001,ASRSX009102,3,8,4902505306402,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX012012,2,8,4902505544187,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX007079,3,4,4963095903297,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX006156,2,2,4901478195969,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX009655,8,8,4901991022490,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX006660,5,8,4902505663406,1,,,,29,0,0,Initial
RR ASRS 001,ASRSX005772,7,8,4963095903815,3,,,,31,0,0,Initial
RR ASRS 001,ASRSX005497,1,4,4902506159540,3,,,,78,0,0,Initial
RR ASRS 001,ASRSX009525,2,8,4511338009024,3,,,,14,0,0,Initial
RR ASRS 001,ASRSX009647,8,8,4902506251633,3,,,,47,0,0,Initial
RR ASRS 001,ASRSX009081,5,8,4902506258953,1,,,,9,0,0,Initial
RR ASRS 001,ASRSX005561,6,8,4511338002506,3,,,,14,0,0,Initial
RR ASRS 001,ASRSX007520,7,8,4902778253458,3,,,,31,0,0,Initial
RR ASRS 001,ASRSX006425,3,8,4511338019894,3,,,,19,0,0,Initial
RR ASRS 001,ASRSX010458,2,8,4901681645985,3,,,,111,0,0,Initial
RR ASRS 001,ASRSX009523,4,8,4511338011201,1,,,,15,0,0,Initial
RR ASRS 001,ASRSX008091,7,8,4902505550188,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX008091,6,8,4902505555169,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX012012,3,8,4902505583902,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX006425,4,8,4511338051450,3,,,,161,0,0,Initial
RR ASRS 001,ASRSX012012,4,8,4902505632242,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX005516,3,4,4902031316678,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX006149,4,4,4974052323027,3,,,,18,0,0,Initial
RR ASRS 001,ASRSX008091,8,8,4902505632259,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX009100,1,8,4901681415953,3,,,,60,0,0,Initial
RR ASRS 001,ASRSX004435,8,8,4901881192678,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX009657,4,8,4977114112973,3,,,,25,0,0,Initial
RR ASRS 001,ASRSX007427,5,8,4902506189516,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX009102,2,8,4902505663307,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX009102,6,8,4902505664779,1,,,,30,0,0,Initial
RR ASRS 001,ASRSX011806,2,2,4902805341752,3,,,,24,0,0,Initial
RR ASRS 001,ASRSX010477,8,8,4512008323310,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX012012,6,8,4902505670213,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX005929,3,4,4550432070134,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX005770,1,8,4971660044337,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX009100,8,8,4901480364780,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX009916,4,8,4902505477331,3,,,,3,0,0,Initial
RR ASRS 001,ASRSX004647,4,4,4902505653315,3,,,,48,0,0,Initial
RR ASRS 001,ASRSX007005,1,2,4902681705822,1,,,,15,0,0,Initial
RR ASRS 001,ASRSX009916,1,8,4901881239892,3,,,,26,0,0,Initial
RR ASRS 001,ASRSX008091,2,8,4902505546570,1,,,,21,0,0,Initial
RR ASRS 001,ASRSX010515,2,2,4901480347936,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX009881,8,8,4901881239908,3,,,,44,0,0,Initial
RR ASRS 001,ASRSX005202,1,2,4902805105545,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX009102,1,8,4902505670244,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX011758,1,8,4902850041270,1,,,,18,0,0,Initial
RR ASRS 001,ASRSX006576,4,8,4902506359292,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX004647,2,4,4901881291913,3,,,,51,0,0,Initial
RR ASRS 001,ASRSX004437,5,8,4901427200164,3,,,,18,0,0,Initial
RR ASRS 001,ASRSX005983,2,2,4970090340156,3,,,,42,0,0,Initial
RR ASRS 001,ASRSX009634,6,8,4902805821575,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX006122,1,4,4901478194726,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX007074,2,2,4974214129207,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX005745,1,8,4512427642146,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX009523,5,8,4511338011171,1,,,,11,0,0,Initial
RR ASRS 001,ASRSX006168,1,4,4901478194856,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX011654,6,8,4977564627584,3,,,,11,0,0,Initial
RR ASRS 001,ASRSX005510,3,4,4977114911033,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX003415,4,8,4902778092842,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX008299,1,2,4512008117018,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX009916,3,8,4902505670268,3,,,,38,0,0,Initial
RR ASRS 001,ASRSX009916,8,8,4902505670275,3,,,,34,0,0,Initial
RR ASRS 001,ASRSX003653,4,8,4902506305022,3,,,,8,0,0,Initial
RR ASRS 001,ASRSX003421,2,8,4902505670343,3,,,,24,0,0,Initial
RR ASRS 001,ASRSX006570,7,8,4902506307811,3,,,,95,0,0,Initial
RR ASRS 001,ASRSX003636,2,8,4902562433370,3,,,,17,0,0,Initial
RR ASRS 001,ASRSX009845,2,2,4982502066851,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX011893,2,4,4901480368009,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX009583,1,8,4901480287386,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX009361,2,8,4902505572067,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX009418,2,2,4971660021277,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX006719,1,2,4982502066868,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX010304,8,8,4977524159568,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX009133,6,8,4522163037663,3,,,,37,0,0,Initial
RR ASRS 001,ASRSX005412,2,4,4903409165041,1,,,,135,0,0,Initial
RR ASRS 001,ASRSX006680,2,2,4901681867110,3,,,,80,0,0,Initial
RR ASRS 001,ASRSX004435,4,8,4901881191152,3,,,,8,0,0,Initial
RR ASRS 001,ASRSX004647,3,4,4901881142888,3,,,,9,0,0,Initial
RR ASRS 001,ASRSX006425,2,8,4511338009505,3,,,,24,0,0,Initial
RR ASRS 001,ASRSX009084,2,8,4902850410076,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX007427,1,8,4938331024425,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX007427,3,8,4511338010594,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX007427,2,8,4550391620067,3,,,,95,0,0,Initial
RR ASRS 001,ASRSX003969,1,8,4901680185017,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX003007,7,8,4901991645996,3,,,,57,0,0,Initial
RR ASRS 001,ASRSX011936,5,8,4901681127634,3,,,,23,0,0,Initial
RR ASRS 001,ASRSX007473,3,8,4901480364667,3,,,,19,0,0,Initial
RR ASRS 001,ASRSX005943,2,4,4902778124147,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX004954,6,8,4901165202031,1,,,,12,0,0,Initial
RR ASRS 001,ASRSX005673,3,4,4902562246352,3,,,,63,0,0,Initial
RR ASRS 001,ASRSX007473,4,8,4902506145734,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX005673,2,4,4902562432359,3,,,,33,0,0,Initial
RR ASRS 001,ASRSX006300,1,4,4902850038188,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX007463,2,8,4902787029150,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX009293,5,8,4902041380782,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX011977,8,8,4901480277646,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX005662,1,2,4971660015689,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX009834,2,2,4971660015702,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX006013,2,2,4902562433530,3,,,,29,0,0,Initial
RR ASRS 001,ASRSX009640,7,8,4902850410656,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX009912,1,2,4901480004945,3,,,,49,0,0,Initial
RR ASRS 001,ASRSX005654,3,4,4902787029150,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX009314,3,8,4902778253571,3,,,,19,0,0,Initial
RR ASRS 001,ASRSX005155,4,8,4971910286678,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX009302,4,8,4511338053997,1,,,,9,0,0,Initial
RR ASRS 001,ASRSX007463,5,8,4902787128846,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX009502,8,8,4901681684212,3,,,,10,0,0,Initial
RR ASRS 001,ASRSX009084,3,8,4902850453424,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX006823,8,8,4902850405676,1,,,,28,0,0,Initial
RR ASRS 001,ASRSX007463,7,8,4902787028931,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX008091,1,8,4902505495908,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX009130,1,8,4955414264042,3,,,,39,0,0,Initial
RR ASRS 001,ASRSX007540,4,8,4971910186893,3,,,,24,0,0,Initial
RR ASRS 001,ASRSX003419,2,8,4901681383139,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX003430,1,8,4522163035324,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX008091,4,8,4902505450860,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX008428,1,1,4548623628615,3,,,,34,0,0,Initial
RR ASRS 001,ASRSX005757,3,8,4902778719343,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX005619,2,2,4902850033572,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX009868,6,8,4902505649059,3,,,,53,0,0,Initial
RR ASRS 001,ASRSX006425,6,8,4961187202884,3,,,,40,0,0,Initial
RR ASRS 001,ASRSX005943,3,4,4902778651704,1,,,,19,0,0,Initial
RR ASRS 001,ASRSX005619,1,2,4902850038195,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX009505,1,8,4901681861330,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX004374,7,8,4905260694241,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX011941,7,8,4902506258960,1,,,,12,0,0,Initial
RR ASRS 001,ASRSX007469,2,8,4902850454896,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX007469,3,8,4902850470612,1,,,,15,0,0,Initial
RR ASRS 001,ASRSX009507,5,8,4511338058411,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX004374,8,8,4909510183776,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX005514,2,4,4901480417264,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX007469,4,8,4902850410595,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX004954,5,8,4901165202901,1,,,,40,0,0,Initial
RR ASRS 001,ASRSX007430,8,8,4902850033626,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX010872,1,8,4512427595640,3,,,,8,0,0,Initial
RR ASRS 001,ASRSX009084,5,8,4902850453523,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX007128,1,1,4970051000624,1,,,,18,0,0,Initial
RR ASRS 001,ASRSX011790,2,8,4901991646047,3,,,,42,0,0,Initial
RR ASRS 001,ASRSX009932,8,8,4902506349651,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX009407,1,1,4901478186769,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX009539,4,8,4955414949079,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX009294,6,8,4955414929507,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX004647,1,4,4902505396427,3,,,,25,0,0,Initial
RR ASRS 001,ASRSX009597,4,8,4901881812910,3,,,,29,0,0,Initial
RR ASRS 001,ASRSX009640,8,8,4902850026024,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX005440,3,4,4902787128846,3,,,,17,0,0,Initial
RR ASRS 001,ASRSX006629,5,8,4902805623278,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX005454,8,8,4901991647334,3,,,,22,0,0,Initial
RR ASRS 001,ASRSX011758,2,8,4902850250580,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX009658,2,8,4901478186455,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX009581,1,8,4971660775750,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX009577,7,8,4971660775767,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX007469,8,8,4902850047661,1,,,,30,0,0,Initial
RR ASRS 001,ASRSX006425,8,8,4974052577031,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX005833,3,4,4901165201072,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX003415,3,8,4902778142509,3,,,,74,0,0,Initial
RR ASRS 001,ASRSX011977,3,8,4901681274826,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX005096,7,8,4902505544163,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX007469,5,8,4902850278102,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX011789,1,8,4901991638844,3,,,,57,0,0,Initial
RR ASRS 001,ASRSX007469,7,8,4902850405812,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX005454,6,8,4901991900361,3,,,,45,0,0,Initial
RR ASRS 001,ASRSX009314,4,8,4902778720769,3,,,,54,0,0,Initial
RR ASRS 001,ASRSX005396,3,8,4901991647150,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX011825,1,1,4903419346782,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX008441,1,1,4902850124256,1,,,,16,0,0,Initial
RR ASRS 001,ASRSX007293,2,2,4902805402156,1,,,,27,0,0,Initial
RR ASRS 001,ASRSX009658,1,8,4901478071508,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX006629,6,8,4902805355292,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX007469,1,8,4902850410311,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX003319,1,1,4979093300877,3,,,,43,0,0,Initial
RR ASRS 001,ASRSX009184,8,8,4901165202925,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX009121,3,8,4902778975480,3,,,,26,0,0,Initial
RR ASRS 001,ASRSX003824,8,8,4909001578951,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX006425,1,8,4511338010426,3,,,,12,0,0,Initial
RR ASRS 001,ASRSX004326,8,8,4901681271863,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX006422,3,8,4902505450983,3,,,,70,0,0,Initial
RR ASRS 001,ASRSX009050,4,8,4971655121883,1,,,,9,0,0,Initial
RR ASRS 001,ASRSX011924,1,8,4902778248300,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX007320,2,2,4902506189523,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX009050,2,8,4971655121869,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX007001,1,2,4902805123921,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX003258,1,2,4903419331764,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX004411,2,8,4519001489548,1,,,,7,0,0,Initial
RR ASRS 001,ASRSX009881,3,8,4901881239861,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX006539,4,4,49440133,3,,,,35,0,0,Initial
RR ASRS 001,ASRSX003430,5,8,4901480366784,3,,,,20,0,0,Initial
RR ASRS 001,ASRSX003430,3,8,4901480300696,3,,,,25,0,0,Initial
RR ASRS 001,ASRSX009454,1,8,4902778248287,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX003317,1,1,4979093582648,3,,,,42,0,0,Initial
RR ASRS 001,ASRSX006557,7,8,4902778092774,3,,,,40,0,0,Initial
RR ASRS 001,ASRSX003653,2,8,4902506289445,3,,,,11,0,0,Initial
RR ASRS 001,ASRSX005516,1,4,4903419315238,1,,,,3,0,0,Initial
RR ASRS 001,ASRSX005673,4,4,4902562246208,3,,,,42,0,0,Initial
RR ASRS 001,ASRSX008328,1,1,4904085180014,3,,,,19,0,0,Initial
RR ASRS 001,ASRSX003279,2,2,4979093575374,3,,,,59,0,0,Initial
RR ASRS 001,ASRSX010477,6,8,4522163037588,3,,,,26,0,0,Initial
RR ASRS 001,ASRSX007538,6,8,4519001562456,1,,,,9,0,0,Initial
RR ASRS 001,ASRSX007527,2,8,4902778718087,3,,,,16,0,0,Initial
RR ASRS 001,ASRSX011924,4,8,4902778028148,1,,,,12,0,0,Initial
RR ASRS 001,ASRSX007803,8,8,4902805113083,1,,,,21,0,0,Initial
RR ASRS 001,ASRSX009173,2,8,4902505451027,3,,,,36,0,0,Initial
RR ASRS 001,ASRSX009450,7,8,4902778206379,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX006879,1,4,4902805251464,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX011665,3,8,4902778241240,3,,,,40,0,0,Initial
RR ASRS 001,ASRSX009502,4,8,4902505273421,3,,,,18,0,0,Initial
RR ASRS 001,ASRSX009502,3,8,4901681503582,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX010491,1,2,4902850038201,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX006564,7,8,4522163037625,3,,,,42,0,0,Initial
RR ASRS 001,ASRSX010491,2,2,4902850040228,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX011938,3,8,4987167067427,3,,,,6,0,0,Initial
RR ASRS 001,ASRSX003333,1,1,4548623628721,1,,,,30,0,0,Initial
RR ASRS 001,ASRSX009597,2,8,4902505523908,3,,,,1,0,0,Initial
RR ASRS 001,ASRSX005440,4,4,4961099815066,3,,,,18,0,0,Initial
RR ASRS 001,ASRSX005425,1,4,4902506422286,1,,,,194,0,0,Initial
RR ASRS 001,ASRSX009115,7,8,4902506253361,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX004326,2,8,4901681503551,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX011881,5,8,4901480364650,1,,,,14,0,0,Initial
RR ASRS 001,ASRSX006555,2,8,4902506287120,1,,,,19,0,0,Initial
RR ASRS 001,ASRSX004327,8,8,4902562449425,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX004326,1,8,4901681982134,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX004155,1,2,4961690222300,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX011790,7,8,4901681286430,3,,,,51,0,0,Initial
RR ASRS 001,ASRSX009130,3,8,4902505482342,3,,,,9,0,0,Initial
RR ASRS 001,ASRSX004326,5,8,4901681328932,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX011665,1,8,4902778241295,3,,,,40,0,0,Initial
RR ASRS 001,ASRSX007469,6,8,4902850451925,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX010983,1,1,4904085180021,3,,,,21,0,0,Initial
RR ASRS 001,ASRSX009115,2,8,4902506345332,3,,,,32,0,0,Initial
RR ASRS 001,ASRSX006613,6,8,4961690222126,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX006574,2,8,4902506280503,1,,,,31,0,0,Initial
RR ASRS 001,ASRSX005510,4,4,4977114911088,3,,,,22,0,0,Initial
RR ASRS 001,ASRSX003657,8,8,4901991641592,3,,,,42,0,0,Initial
RR ASRS 001,ASRSX003657,5,8,4901991647235,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX004326,6,8,4901681431526,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX009759,2,2,4903419344924,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX009917,1,8,4902506291530,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX006613,8,8,4961690222133,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX009638,7,8,4902506172389,3,,,,9,0,0,Initial
RR ASRS 001,ASRSX004954,7,8,4971655222948,1,,,,1,0,0,Initial
RR ASRS 001,ASRSX009759,1,2,4903419336363,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX006114,1,4,4007817777282,3,,,,174,0,0,Initial
RR ASRS 001,ASRSX012012,8,8,4902505349140,1,,,,30,0,0,Initial
RR ASRS 001,ASRSX009102,4,8,4902505409936,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX011826,5,8,4901681628612,3,,,,4,0,0,Initial
RR ASRS 001,ASRSX012012,5,8,4902505349102,1,,,,25,0,0,Initial
RR ASRS 001,ASRSX008569,1,2,4902850040242,3,,,,22,0,0,Initial
RR ASRS 001,ASRSX011665,7,8,4902778999813,3,,,,22,0,0,Initial
RR ASRS 001,ASRSX008113,1,4,4901480395487,1,,,,11,0,0,Initial
RR ASRS 001,ASRSX009102,5,8,4902505521867,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX003898,1,8,4007817264065,1,,,,33,0,0,Initial
RR ASRS 001,ASRSX003636,4,8,4901470131163,3,,,,2,0,0,Initial
RR ASRS 001,ASRSX006613,1,8,4961690222256,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX011881,7,8,4901480814124,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX006046,1,2,4901480020976,3,,,,57,0,0,Initial
RR ASRS 001,ASRSX003485,1,2,4961690222164,1,,,,17,0,0,Initial
RR ASRS 001,ASRSX011924,2,8,4902778716786,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX005833,4,4,4901771317280,1,,,,12,0,0,Initial
RR ASRS 001,ASRSX009834,1,2,4974214172517,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX011881,8,8,4901480244051,1,,,,2,0,0,Initial
RR ASRS 001,ASRSX003430,4,8,4901480312156,3,,,,5,0,0,Initial
RR ASRS 001,ASRSX009881,6,8,4901881239878,3,,,,11,0,0,Initial
RR ASRS 001,ASRSX008569,2,2,4971760001735,3,,,,15,0,0,Initial
RR ASRS 001,ASRSX003999,8,8,4902505663185,3,,,,7,0,0,Initial
RR ASRS 001,ASRSX009081,6,8,4990212403156,1,,,,12,0,0,Initial
RR ASRS 001,ASRSX003824,6,8,4977524163237,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX008170,3,8,4547452769384,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX011826,7,8,4902505646652,3,,,,42,0,0,Initial
RR ASRS 001,ASRSX009951,3,8,4902505673948,3,,,,30,0,0,Initial
RR ASRS 001,ASRSX008091,3,8,4902505677656,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX005234,1,2,4901480148731,1,,,,20,0,0,Initial
RR ASRS 001,ASRSX006567,8,8,4902505604768,1,,,,4,0,0,Initial
RR ASRS 001,ASRSX005524,4,4,4901427193084,3,,,,13,0,0,Initial
RR ASRS 001,ASRSX009528,4,8,4902778553190,1,,,,8,0,0,Initial
RR ASRS 001,ASRSX006047,2,2,4902562246253,3,,,,32,0,0,Initial
RR ASRS 001,ASRSX004374,3,8,4970116037145,1,,,,10,0,0,Initial
RR ASRS 001,ASRSX011463,4,8,4510180417971,1,,,,18,0,0,Initial
RR ASRS 001,ASRSX005833,1,4,4902562309941,1,,,,5,0,0,Initial
RR ASRS 001,ASRSX003900,3,8,4902778202753,1,,,,6,0,0,Initial
RR ASRS 001,ASRSX011324,1,2,4979093575381,3,,,,56,0,0,Initial
